staff_id,name,username,email,position,position_level,styles,industries,software,citizenship,residence,offboarded_at,created_at
10151,Maia Clements,maia.clements,maia.clements@domain.com,CORE,3,,"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Argentina,Argentina,,1/4/2018 0:21:36
10152,Fisher Lozano,fisher.lozano,fisher.lozano@domain.com,CORE,1,[Corporate],[Film],[PowerPoint],Argentina,Argentina,,1/4/2018 0:21:45
10153,Cecelia Griffith,cecelia.griffith,cecelia.griffith@domain.com,ADMIN,5,[Original],[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,Brazil,,1/4/2018 0:21:53
10154,Franklin Alvarado,franklin.alvarado,franklin.alvarado@domain.com,PROJECTMANAGER,1,[Corporate],,"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,Brazil,,1/4/2018 0:22:02
10155,Blake Glover,blake.glover,blake.glover@domain.com,,,[Corporate],[Film],"[Illustrator, Photoshop]",Colombia,Colombia,,1/4/2018 0:22:11
10156,Mack Townsend,mack.townsend,mack.townsend@domain.com,ADMIN,1,"[Minimalistic, Corporate, Modern]",[Other],[PowerPoint],"Colombia",Panama,,1/4/2018 0:22:19
10157,Azalea Morrison,azalea.morrison,azalea.morrison@domain.com,ADMIN,4,[Corporate],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,South Africa,,1/4/2018 0:22:28
10158,Maximus Waller,maximus.waller,maximus.waller@domain.com,DESIGN_DIRECTOR,1,[Corporate],"[Finance, Technology, Corporate]",[PowerPoint],France,Spain,,1/4/2018 0:22:36
10159,Whitley Hudson,whitley.hudson,whitley.hudson@domain.com,,,[Corporate],[Film],[Other],India,India,,1/4/2018 0:22:45
10160,Peter Wells,peter.wells,peter.wells@domain.com,DESIGN_DIRECTOR,1,,[Other],[],South Africa,South Africa,,1/4/2018 0:22:54
10161,Cecilia Fleming,cecilia.fleming,cecilia.fleming@domain.com,ADMIN,1,,[Other],"[Illustrator, Photoshop]",Venezuela,Argentina,,1/4/2018 0:23:02
10162,Fernando Winters,fernando.winters,fernando.winters@domain.com,CORE,4,[Corporate],"[Finance, Technology, Corporate]",[Other],South Africa,South Africa,,1/4/2018 0:23:11
10163,Kataleya Ventura,kataleya.ventura,kataleya.ventura@domain.com,ADMIN,1,,,[PowerPoint],Bulgaria,Bulgaria,,1/4/2018 0:23:20
10164,Branson Bauer,branson.bauer,branson.bauer@domain.com,PROJECTMANAGER,1,[Other],[Film],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Canada,Canada,,1/4/2018 0:23:28
10165,Haley Brady,haley.brady,haley.brady@domain.com,ADMIN,3,"[Minimalistic, Corporate, Modern]","[Lifestyle, Marketing]",[Other],Norway,Mexico,,1/4/2018 0:23:37
10166,Reed Hill,reed.hill,reed.hill@domain.com,PROJECTMANAGER,3,,"[Finance, Technology, Corporate]",[],Argentina,Argentina,,1/4/2018 0:23:46
10167,Hannah Nelson,hannah.nelson,hannah.nelson@domain.com,SPECIALIST,2,[Other],[Branding],"[Illustrator, Photoshop]",Spain,Spain,,1/4/2018 0:23:54
10168,Dylan Moran,dylan.moran,dylan.moran@domain.com,CORE,4,,[Film],[PowerPoint],South Africa,South Africa,,1/4/2018 0:24:03
10169,Celeste Spears,celeste.spears,celeste.spears@domain.com,DESIGN_DIRECTOR,3,[],[Film],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",United States of America (USA),United States of America (USA),,1/4/2018 0:24:12
10170,Ameer Sweeney,ameer.sweeney,ameer.sweeney@domain.com,ADMIN,4,[Other],[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:24:20
10171,Yara Skinner,yara.skinner,yara.skinner@domain.com,ADMIN,4,[Original],,"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:24:29
10172,Ridge Vaughn,ridge.vaughn,ridge.vaughn@domain.com,,,,"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Mexico,Mexico,,1/4/2018 0:24:37
10173,Reign Richardson,reign.richardson,reign.richardson@domain.com,PROJECTMANAGER,5,[Original],,[Other],Brazil,Brazil,,1/4/2018 0:24:46
10174,Robert Lu,robert.lu,robert.lu@domain.com,SPECIALIST,4,[Original],,"[Illustrator, Photoshop]",Mexico,Mexico,,1/4/2018 0:24:55
10175,Emani Maxwell,emani.maxwell,emani.maxwell@domain.com,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Film],[PowerPoint],Colombia,Colombia,,1/4/2018 0:25:03
10176,Eden Sellers,eden.sellers,eden.sellers@domain.com,,,,[Other],[PowerPoint],Kenya,Kenya,,1/4/2018 0:25:12
10177,Mercy Johnson,mercy.johnson,mercy.johnson@domain.com,DESIGN_DIRECTOR,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Venezuela,Peru,,1/4/2018 0:25:21
10178,Noah Duke,noah.duke,noah.duke@domain.com,ADMIN,1,[Corporate],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Argentina,Argentina,,1/4/2018 0:25:29
10179,Melani Thornton,melani.thornton,melani.thornton@domain.com,CORE,4,[Corporate],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Romania,Romania,,1/4/2018 0:25:38
10180,Malik Andrews,malik.andrews,malik.andrews@domain.com,CORE,4,"[Minimalistic, Corporate, Modern]","[Lifestyle, Marketing]",[PowerPoint],Dominican Republic,Dominican Republic,,1/4/2018 0:25:47
10181,Payton Woods,payton.woods,payton.woods@domain.com,CORE,3,[Corporate],[Other],"[Illustrator, Photoshop]",Colombia,Colombia,,1/4/2018 0:25:55
10182,Zion Shaffer,zion.shaffer,zion.shaffer@domain.com,DESIGN_DIRECTOR,3,[],[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Russian Federation,Serbia,,1/4/2018 0:26:04
10183,Alanna Knox,alanna.knox,alanna.knox@domain.com,ADMIN,4,[],[Film],[Other],South Africa,South Africa,,1/4/2018 0:26:12
10184,Valentin Dyer,valentin.dyer,valentin.dyer@domain.com,DESIGN_DIRECTOR,5,[Original],[Other],[],Serbia,Serbia,,1/4/2018 0:26:21
10185,Estrella Velazquez,estrella.velazquez,estrella.velazquez@domain.com,PROJECTMANAGER,5,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 0:26:30
10186,Drew House,drew.house,drew.house@domain.com,SPECIALIST,4,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]",South Africa,South Africa,,1/4/2018 0:26:38
10187,Sariah Dejesus,sariah.dejesus,sariah.dejesus@domain.com,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,South Africa,,1/4/2018 0:26:47
10188,Rio Berg,rio.berg,rio.berg@domain.com,SPECIALIST,3,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","United Kingdom, South Africa",United Kingdom,,1/4/2018 0:26:56
10189,Emmalyn Campos,emmalyn.campos,emmalyn.campos@domain.com,ADMIN,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",North Macedonia,North Macedonia,,1/4/2018 0:27:04
10190,Gideon Murphy,gideon.murphy,gideon.murphy@domain.com,,,,[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,United Kingdom,,1/4/2018 0:27:13
10191,Bella Allison,bella.allison,bella.allison@domain.com,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,Colombia,,1/4/2018 0:27:22
10192,Dennis Guerra,dennis.guerra,dennis.guerra@domain.com,,,"[Minimalistic, Corporate, Modern]",[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:27:30
10193,Edith Torres,edith.torres,edith.torres@domain.com,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,South Africa,,1/4/2018 0:27:39
10194,Jayden Henson,jayden.henson,jayden.henson@domain.com,CORE,2,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,United Kingdom,,1/4/2018 0:27:48
10195,Kinslee Reid,kinslee.reid,kinslee.reid@domain.com,DESIGN_DIRECTOR,5,[Original],"[Lifestyle, Marketing]",[Other],Venezuela,Argentina,,1/4/2018 0:27:56
10196,Josue Solis,josue.solis,josue.solis@domain.com,DESIGN_DIRECTOR,5,,[Other],"[Illustrator, Photoshop]",South Africa,South Africa,,1/4/2018 0:28:05
10197,Miracle Bowen,miracle.bowen,miracle.bowen@domain.com,,,[Other],,"[Illustrator, Photoshop]",Argentina,Argentina,,1/4/2018 0:28:13
10198,Trevor Mueller,trevor.mueller,trevor.mueller@domain.com,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,South Africa,,1/4/2018 0:28:22
10199,Imani Rivera,imani.rivera,imani.rivera@domain.com,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,Canada,,1/4/2018 0:28:31
10200,Charles Solis,charles.solis,charles.solis@domain.com,SPECIALIST,3,[],[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:28:39
10201,Miracle Trujillo,miracle.trujillo,miracle.trujillo@domain.com,ADMIN,5,[],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Colombia,Colombia,,1/4/2018 0:28:48
10202,Apollo Meza,apollo.meza,apollo.meza@domain.com,,,[Other],"[Finance, Technology, Corporate]",[],Colombia,Colombia,,1/4/2018 0:28:57
10203,Rosa Graham,rosa.graham,rosa.graham@domain.com,,,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","Canada, Slovak Republic (Slovakia), Hungary",Canada,,1/4/2018 0:29:05
10204,Giovanni Gibson,giovanni.gibson,giovanni.gibson@domain.com,DESIGN_DIRECTOR,2,,[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Costa Rica,Costa Rica,,1/4/2018 0:29:14
10205,Eden Long,eden.long,eden.long@domain.com,SPECIALIST,4,[],"[Finance, Technology, Corporate]",[Other],Venezuela,Colombia,,1/4/2018 0:29:23
10206,Jace Chapman,jace.chapman,jace.chapman@domain.com,SPECIALIST,1,[Corporate],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Mexico,Mexico,,1/4/2018 0:29:31
10207,Zuri Figueroa,zuri.figueroa,zuri.figueroa@domain.com,ADMIN,2,"[Minimalistic, Corporate, Modern]","[Lifestyle, Marketing]",[Other],Peru,Peru,,1/4/2018 0:29:40
10208,Spencer Pratt,spencer.pratt,spencer.pratt@domain.com,DESIGN_DIRECTOR,4,"[Minimalistic, Corporate, Modern]",[Other],[Other],Brazil,Brazil,,1/4/2018 0:29:48
10209,Ailani Valencia,ailani.valencia,ailani.valencia@domain.com,DESIGN_DIRECTOR,2,"[Minimalistic, Corporate, Modern]",[Branding],[PowerPoint],Indonesia,Indonesia,,1/4/2018 0:29:57
10210,Dax Zimmerman,dax.zimmerman,dax.zimmerman@domain.com,PROJECTMANAGER,1,[Corporate],[Branding],[],Greece,Greece,,1/4/2018 0:30:06
10211,Ariyah Hayden,ariyah.hayden,ariyah.hayden@domain.com,SPECIALIST,2,[Other],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Russian Federation,Indonesia,,1/4/2018 0:30:14
10212,Leroy Tran,leroy.tran,leroy.tran@domain.com,CORE,1,[Other],,[],"Argentina, Venezuela",Argentina,,1/4/2018 0:30:23
10213,Kylie Sharp,kylie.sharp,kylie.sharp@domain.com,DESIGN_DIRECTOR,4,[Other],[Film],[Other],South Africa,South Africa,,1/4/2018 0:30:32
10214,Royce Cain,royce.cain,royce.cain@domain.com,DESIGN_DIRECTOR,3,,"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Nigeria,Nigeria,,1/4/2018 0:30:40
10215,Kendra Goodman,kendra.goodman,kendra.goodman@domain.com,ADMIN,5,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",France,Portugal,,1/4/2018 0:30:49
10216,Philip Lowery,philip.lowery,philip.lowery@domain.com,DESIGN_DIRECTOR,4,[],[Branding],[Other],Nigeria,Nigeria,,1/4/2018 0:30:58
10217,Estelle Weeks,estelle.weeks,estelle.weeks@domain.com,,,"[Minimalistic, Corporate, Modern]",,"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Costa Rica,Costa Rica,,1/4/2018 0:31:06
10218,Anders Webster,anders.webster,anders.webster@domain.com,DESIGN_DIRECTOR,5,[Corporate],[Branding],[PowerPoint],Mexico,Mexico,,1/4/2018 0:31:15
10219,Kensley Crawford,kensley.crawford,kensley.crawford@domain.com,,,[Corporate],"[Finance, Technology, Corporate]",[Other],Greece,Greece,,1/4/2018 0:31:24
10220,Kevin Spence,kevin.spence,kevin.spence@domain.com,PROJECTMANAGER,5,,[Branding],"[Illustrator, Photoshop]",Spain,Spain,,1/4/2018 0:31:32
10221,Aislinn Tang,aislinn.tang,aislinn.tang@domain.com,SPECIALIST,4,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop]","United Kingdom, Hungary",Spain,,1/4/2018 0:31:41
10222,Rogelio Sandoval,rogelio.sandoval,rogelio.sandoval@domain.com,DESIGN_DIRECTOR,4,,[Other],"[Illustrator, Photoshop]",South Africa,South Africa,,1/4/2018 0:31:49
10223,Elsie Wu,elsie.wu,elsie.wu@domain.com,DESIGN_DIRECTOR,3,[Corporate],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Kenya,Kenya,,1/4/2018 0:31:58
10224,Kyson Vasquez,kyson.vasquez,kyson.vasquez@domain.com,DESIGN_DIRECTOR,4,[],[Other],[],Bosnia & Herzegovina,Bosnia & Herzegovina,,1/4/2018 0:32:07
10225,Rose Garza,rose.garza,rose.garza@domain.com,ADMIN,4,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:32:15
10226,Judah Cunningham,judah.cunningham,judah.cunningham@domain.com,PROJECTMANAGER,1,"[Minimalistic, Corporate, Modern]",[Film],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Cuba,Spain,,1/4/2018 0:32:24
10227,Marley O’Connor,marley.o’connor,marley.o’connor@domain.com,DESIGN_DIRECTOR,5,"[Minimalistic, Corporate, Modern]",[Film],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Sweden,Norway,,1/4/2018 0:32:33
10228,Princeton Kennedy,princeton.kennedy,princeton.kennedy@domain.com,PROJECTMANAGER,3,[Original],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Mexico,Mexico,,1/4/2018 0:32:41
10229,Brianna Snyder,brianna.snyder,brianna.snyder@domain.com,SPECIALIST,5,[Other],"[Lifestyle, Marketing]",[PowerPoint],Philippines,Philippines,,1/4/2018 0:32:50
10230,Thiago Valentine,thiago.valentine,thiago.valentine@domain.com,ADMIN,3,[Original],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 0:32:59
10231,August Vaughan,august.vaughan,august.vaughan@domain.com,CORE,3,[Original],,[Other],Argentina,Argentina,,1/4/2018 0:33:07
10232,Castiel Ferguson,castiel.ferguson,castiel.ferguson@domain.com,DESIGN_DIRECTOR,2,,"[Lifestyle, Marketing]",[Other],Mexico,Hungary,,1/4/2018 0:33:16
10233,Juliana Huynh,juliana.huynh,juliana.huynh@domain.com,,,[Original],"[Finance, Technology, Corporate]",[PowerPoint],El Salvador,El Salvador,,1/4/2018 0:33:24
10234,Layton Duran,layton.duran,layton.duran@domain.com,CORE,5,[Other],[Other],[],"South Africa, Taiwan",South Africa,,1/4/2018 0:33:33
10235,Willa Orozco,willa.orozco,willa.orozco@domain.com,,,,[Other],[PowerPoint],Belarus,Belarus,,1/4/2018 0:33:42
10236,Keanu Smith,keanu.smith,keanu.smith@domain.com,PROJECTMANAGER,5,[Corporate],[Other],[Other],Argentina,Argentina,,1/4/2018 0:33:50
10237,Olivia Kim,olivia.kim,olivia.kim@domain.com,PROJECTMANAGER,1,[Corporate],"[Finance, Technology, Corporate]",[],Costa Rica,Costa Rica,,1/4/2018 0:33:59
10238,Roman Durham,roman.durham,roman.durham@domain.com,DESIGN_DIRECTOR,5,[],[Other],[PowerPoint],Brazil,Brazil,,1/4/2018 0:34:08
10239,Tiffany Shaw,tiffany.shaw,tiffany.shaw@domain.com,PROJECTMANAGER,1,[Corporate],[Branding],[PowerPoint],Argentina,Argentina,,1/4/2018 0:34:16
10240,Elliot Villanueva,elliot.villanueva,elliot.villanueva@domain.com,ADMIN,2,[Corporate],"[Finance, Technology, Corporate]",[Other],Argentina,Argentina,,1/4/2018 0:34:25
10241,Monroe Blake,monroe.blake,monroe.blake@domain.com,,,,[Film],[],Argentina,Argentina,,1/4/2018 0:34:34
10242,Zyaire Aguirre,zyaire.aguirre,zyaire.aguirre@domain.com,ADMIN,5,[Corporate],[Other],[Other],"Brazil, Italy",Brazil,,1/4/2018 0:34:42
10243,Ariah Moss,ariah.moss,ariah.moss@domain.com,SPECIALIST,1,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Argentina,Argentina,,1/4/2018 0:34:51
10244,Porter Reyna,porter.reyna,porter.reyna@domain.com,SPECIALIST,2,"[Minimalistic, Corporate, Modern]",[Branding],[],El Salvador,El Salvador,,1/4/2018 0:35:00
10245,Luella Holmes,luella.holmes,luella.holmes@domain.com,ADMIN,5,[Corporate],[Other],[Other],Italy,Italy,,1/4/2018 0:35:08
10246,King Sampson,king.sampson,king.sampson@domain.com,ADMIN,2,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Argentina,Argentina,,1/4/2018 0:35:17
10247,Meilani Krueger,meilani.krueger,meilani.krueger@domain.com,CORE,3,,[Other],"[Illustrator, Photoshop]",Venezuela,Venezuela,,1/4/2018 0:35:25
10248,Jones Lee,jones.lee,jones.lee@domain.com,CORE,4,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Russian Federation,United Kingdom,,1/4/2018 0:35:34
10249,Scarlett Henderson,scarlett.henderson,scarlett.henderson@domain.com,PROJECTMANAGER,5,"[Minimalistic, Corporate, Modern]",[Other],[PowerPoint],Ecuador,Ecuador,,1/4/2018 0:35:43
10250,Beau Duran,beau.duran,beau.duran@domain.com,PROJECTMANAGER,5,,,[],Brazil,France,,1/4/2018 0:35:51
10251,Willa Crawford,willa.crawford,willa.crawford@domain.com,,,[Corporate],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Portugal,Portugal,,1/4/2018 0:36:00
10252,Kevin Hurst,kevin.hurst,kevin.hurst@domain.com,ADMIN,4,[],[Other],"[Illustrator, Photoshop]",Spain,Spain,,1/4/2018 0:36:09
10253,Adalee Dalton,adalee.dalton,adalee.dalton@domain.com,ADMIN,5,[],"[Lifestyle, Marketing]",[],"Argentina",Argentina,,1/4/2018 0:36:17
10254,Fletcher Parra,fletcher.parra,fletcher.parra@domain.com,ADMIN,1,[Other],,"[Illustrator, Photoshop]",Argentina,Argentina,,1/4/2018 0:36:26
10255,Dalary Horne,dalary.horne,dalary.horne@domain.com,ADMIN,5,[],[Film],[PowerPoint],Argentina,Argentina,,1/4/2018 0:36:35
10256,Zev Lambert,zev.lambert,zev.lambert@domain.com,,,[Other],"[Lifestyle, Marketing]",[PowerPoint],Egypt,Spain,,1/4/2018 0:36:43
10257,Nina Fox,nina.fox,nina.fox@domain.com,CORE,4,,[Film],[PowerPoint],Venezuela,Colombia,,1/4/2018 0:36:52
10258,Antonio Gibbs,antonio.gibbs,antonio.gibbs@domain.com,ADMIN,4,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Portugal,Portugal,,1/4/2018 0:37:00
10259,Carter Kemp,carter.kemp,carter.kemp@domain.com,SPECIALIST,4,[Corporate],[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Spain",Argentina,,1/4/2018 0:37:09
10260,Melvin Santana,melvin.santana,melvin.santana@domain.com,CORE,5,"[Minimalistic, Corporate, Modern]",[Other],[PowerPoint],Argentina,Argentina,,1/4/2018 0:37:18
10261,Myra Armstrong,myra.armstrong,myra.armstrong@domain.com,DESIGN_DIRECTOR,4,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","Argentina, Italy",Argentina,,1/4/2018 0:37:26
10262,Grant Palmer,grant.palmer,grant.palmer@domain.com,CORE,4,[Other],"[Lifestyle, Marketing]",[PowerPoint],"Colombia, Mexico",Colombia,,1/4/2018 0:37:35
10263,Juniper Phelps,juniper.phelps,juniper.phelps@domain.com,PROJECTMANAGER,1,[],"[Lifestyle, Marketing]",[Other],Colombia,Colombia,,1/4/2018 0:37:44
10264,Hamza Keith,hamza.keith,hamza.keith@domain.com,DESIGN_DIRECTOR,1,[Other],,[PowerPoint],Argentina,Argentina,,1/4/2018 0:37:52
10265,Elyse Chavez,elyse.chavez,elyse.chavez@domain.com,SPECIALIST,1,[],[Branding],"[Illustrator, Photoshop]",Colombia,Colombia,,1/4/2018 0:38:01
10266,Ian Chapman,ian.chapman,ian.chapman@domain.com,PROJECTMANAGER,2,[Corporate],[Film],[Other],Norway,Norway,,1/4/2018 0:38:10
10267,Zuri Booker,zuri.booker,zuri.booker@domain.com,PROJECTMANAGER,1,[],[Film],"[Illustrator, Photoshop]",Nicaragua,Nicaragua,,1/4/2018 0:38:18
10268,Dominik Patel,dominik.patel,dominik.patel@domain.com,,,[Other],,[PowerPoint],South Africa,South Africa,,1/4/2018 0:38:27
10269,Madeline Gilbert,madeline.gilbert,madeline.gilbert@domain.com,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Branding],[Other],Brazil,Brazil,,1/4/2018 0:38:36
10270,Tobias Fox,tobias.fox,tobias.fox@domain.com,,,[Other],,[Other],South Africa,South Africa,,1/4/2018 0:38:44
10271,Juliette Bush,juliette.bush,juliette.bush@domain.com,PROJECTMANAGER,1,[Original],[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Colombia,Colombia,,1/4/2018 0:38:53
10272,Tyson Manning,tyson.manning,tyson.manning@domain.com,DESIGN_DIRECTOR,3,,[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,Portugal,,1/4/2018 0:39:01
10273,Jennifer Pace,jennifer.pace,jennifer.pace@domain.com,,,"[Minimalistic, Corporate, Modern]","[Lifestyle, Marketing]",[],El Salvador,El Salvador,,1/4/2018 0:39:10
10274,Dior Hull,dior.hull,dior.hull@domain.com,CORE,2,,[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Colombia,Mexico,,1/4/2018 0:39:19
10275,Andi Wiley,andi.wiley,andi.wiley@domain.com,ADMIN,2,,[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Colombia,Colombia,,1/4/2018 0:39:27
10276,Mathew Mullins,mathew.mullins,mathew.mullins@domain.com,ADMIN,5,[Corporate],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Venezuela,Spain,,1/4/2018 0:39:36
10277,Maliyah Carey,maliyah.carey,maliyah.carey@domain.com,PROJECTMANAGER,5,[Original],,[Other],Argentina,Argentina,,1/4/2018 0:39:45
10278,Watson Stanley,watson.stanley,watson.stanley@domain.com,DESIGN_DIRECTOR,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Ecuador,Ecuador,,1/4/2018 0:39:53
10279,Gracelyn Rodgers,gracelyn.rodgers,gracelyn.rodgers@domain.com,SPECIALIST,5,,[Film],[Other],South Africa,South Africa,,1/4/2018 0:40:02
10280,Mathias Williams,mathias.williams,mathias.williams@domain.com,SPECIALIST,1,[Original],,[PowerPoint],"Colombia, Italy",Colombia,,1/4/2018 0:40:11
10281,Ava Brennan,ava.brennan,ava.brennan@domain.com,,,[Corporate],[Branding],[],South Africa,South Africa,,1/4/2018 0:40:19
10282,Curtis Trejo,curtis.trejo,curtis.trejo@domain.com,ADMIN,4,,[Other],[],Philippines,Philippines,,1/4/2018 0:40:28
10283,Rosalyn Cano,rosalyn.cano,rosalyn.cano@domain.com,DESIGN_DIRECTOR,4,,[Film],[],South Africa,South Africa,,1/4/2018 0:40:36
10284,Terry Morse,terry.morse,terry.morse@domain.com,PROJECTMANAGER,3,[],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Turkey,United Kingdom,,1/4/2018 0:40:45
10285,Kairi Jacobs,kairi.jacobs,kairi.jacobs@domain.com,DESIGN_DIRECTOR,5,[Corporate],[Other],[],Uruguay,Uruguay,,1/4/2018 0:40:54
10286,Bryan McFarland,bryan.mcfarland,bryan.mcfarland@domain.com,,,[Original],,[PowerPoint],South Africa,South Africa,,1/4/2018 0:41:02
10287,Annika Alvarez,annika.alvarez,annika.alvarez@domain.com,CORE,1,[Original],[Branding],[PowerPoint],South Africa,Portugal,,1/4/2018 0:41:11
10288,Xavier Dillon,xavier.dillon,xavier.dillon@domain.com,DESIGN_DIRECTOR,3,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Venezuela,Panama,,1/4/2018 0:41:20
10289,Laurel Shepherd,laurel.shepherd,laurel.shepherd@domain.com,CORE,2,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,South Africa,,1/4/2018 0:41:28
10290,Ronald Lang,ronald.lang,ronald.lang@domain.com,SPECIALIST,2,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Albania,Italy,,1/4/2018 0:41:37
10291,Amirah Casey,amirah.casey,amirah.casey@domain.com,CORE,1,[],,[Other],Brazil,Brazil,,1/4/2018 0:41:46
10292,Armando Hawkins,armando.hawkins,armando.hawkins@domain.com,CORE,1,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]",Spain,Spain,,1/4/2018 0:41:54
10293,Ariel Lam,ariel.lam,ariel.lam@domain.com,,,[Corporate],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Mexico,Mexico,,1/4/2018 0:42:03
10294,Bodie Anthony,bodie.anthony,bodie.anthony@domain.com,CORE,5,[Corporate],[Branding],[],Colombia,Colombia,,1/4/2018 0:42:12
10295,Macy Rich,macy.rich,macy.rich@domain.com,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,Brazil,,1/4/2018 0:42:20
10296,Miller Garrett,miller.garrett,miller.garrett@domain.com,,,,[Film],[PowerPoint],Norway,Norway,,1/4/2018 0:42:29
10297,Tessa Dixon,tessa.dixon,tessa.dixon@domain.com,ADMIN,3,[Other],[Film],[],Lebanon,Lebanon,,1/4/2018 0:42:37
